SampleID,ASM,PacBio_FQ_PATH,ASM_SampleID,pid,Original_ID,numContigs,circContigLength,Flye_Cov,Flye_Coll2014,Flye_PP_Coll2014,NumPilonChanges,PacBio_ID,Illumina_ID,Illumina_F2,Illumina_Coll2014,Lineage
MFS-327,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0285-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0285-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2016--bc2016.hifi_reads.fastq.gz,MFS-327,T0285,S0285-01,1,4404272.0,118,4.3.2.1,4.3.2.1,0,MFS-327,MFS-327,0.0105267172661047,4.3.2.1,4
MFS-328,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0285-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0285-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2062--bc2062.hifi_reads.fastq.gz,MFS-328,T0285,S0285-08,1,4404269.0,94,4.3.2.1,4.3.2.1,0,MFS-328,MFS-328,0.0125889091710203,4.3.2.1,4
MFS-330,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0321-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0321-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2051--bc2051.hifi_reads.fastq.gz,MFS-330,T0321,S0321-08,1,4413807.0,77,2.2.1.1,2.2.1.1,0,MFS-330,MFS-330,0.0120868812238418,2.2.1.1,2
MFS-320,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0321-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0321-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2031--bc2031.hifi_reads.fastq.gz,MFS-320,T0321,S0321-01,1,4413807.0,140,2.2.1.1,2.2.1.1,0,MFS-320,MFS-320,0.0123662017515407,2.2.1.1,2
MFS-308,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0291-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0291-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2009--bc2009.hifi_reads.fastq.gz,MFS-308,T0291,S0291-01,1,4426315.0,250,4.1.2,4.1.2,0,MFS-308,MFS-308,0.0184739664952435,4.1.2,4
MFS-309,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0291-09/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0291-09.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2010--bc2010.hifi_reads.fastq.gz,MFS-309,T0291,S0291-09,1,4426315.0,218,4.1.2,4.1.2,0,MFS-309,MFS-309,0.0210344522185811,4.1.2,4
MFS-329,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0289-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0289-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2033--bc2033.hifi_reads.fastq.gz,MFS-329,T0289,S0289-01,1,4402428.0,99,4.1.1.1,4.1.1.1,0,MFS-329,MFS-329,0.010462129596759,4.1.1.1,4
MFS-307,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0289-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0289-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2008--bc2008.hifi_reads.fastq.gz,MFS-307,T0289,S0289-08,1,4404544.0,124,4.1.1.1,4.1.1.1,0,MFS-307,MFS-307,0.0095835939594316,4.1.1.1,4
MFS-291,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0313-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0313-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2016--bc2016.hifi_reads.fastq.gz,MFS-291,T0313,S0313-01,1,4411386.0,83,2.2.1.1,2.2.1.1,0,MFS-291,MFS-291,0.0118133260555967,2.2.1.1,2
MFS-310,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0292-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0292-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2011--bc2011.hifi_reads.fastq.gz,MFS-310,T0292,S0292-01,1,4401996.0,218,4.8,4.8,0,MFS-310,MFS-310,0.0102615694164989,4.8,4
MFS-311,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0292-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0292-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230421_105523.bc2073--bc2073.hifi_reads.fastq.gz,MFS-311,T0292,S0292-08,1,4401996.0,38,4.8,4.8,0,MFS-311,MFS-311,0.0109741431148526,4.8,4
MFS-312,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0299-09/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0299-09.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2012--bc2012.hifi_reads.fastq.gz,MFS-312,T0299,S0299-09,1,4415121.0,189,2.2.1,2.2.1,0,MFS-312,MFS-312,0.0117822838847385,2.2.1,2
MFS-259,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0299-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0299-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2005--bc2005.hifi_reads.fastq.gz,MFS-259,T0299,S0299-01,1,4415121.0,191,2.2.1,2.2.1,0,MFS-259,MFS-259,0.0112031877111425,2.2.1,2
MFS-264,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0290-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0290-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2006--bc2006.hifi_reads.fastq.gz,MFS-264,T0290,S0290-01,1,4416520.0,173,2.2.1.1,2.2.1.1,0,MFS-264,MFS-264,0.0130141023896975,2.2.1.1,2
MFS-266,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0290-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0290-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2007--bc2007.hifi_reads.fastq.gz,MFS-266,T0290,S0290-08,1,4416520.0,189,2.2.1.1,2.2.1.1,0,MFS-266,MFS-266,0.0124282982791587,2.2.1.1,2
