Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,ROLLINGDB_ID,Lineage,F2
4.1.1,4.1.i1.2.1,xtype,,4,SAMN31034653,4,0.0278575723161199
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,SAMN31034654,2,0.0112287160607455
1.2.2,1.2.2.1,"indo_oceanic,ghana,mungi",,,SAMN31034655,1,0.0277003484320557
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31034656,4,0.0139929050059124
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,"cameroon,ethiopian",,4.6.2/Cameroon,SAMN31034657,4,0.0094470046082949
4.1.1,4.1.i1.2.1,"xtype,ethiopian",,4,SAMN31034658,4,0.0110590542601874
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31037319,2,0.0110726643598615
2.2.2,2.2.2,"beijing,mungi","asia_ancestral_1,lin2.2",,SAMN31037320,2,0.0146676129642772
2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,SAMN31037321,2,0.0121153042751705
4.7,4,,,4.10/PGG3,SAMN31037322,4,0.01268021538996
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31037323,4,0.0140878140408546
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31037324,4,0.0114644680015704
4.5,4.2.1.1.2,,,4.5,SAMN31037325,4,0.0099067599067599
2.2.1.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,pacific_RD150",,SAMN31037326,2,0.0112278810742836
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31037327,3,0.0169529667691846
1.2.1,1.2.1.1.1,indo_oceanic,,,SAMN31037328,1,0.0231015806344644
4.4.2,4.2.1.2.2.2,"stype,canetti",,4,SAMN31037329,4,0.0107353110931547
3,3.1.1,"east_african_indian,ghana,canetti",,,SAMN31037330,3,0.0193386773547094
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMN31037331,2,0.012571915619007
1.2.2,1.2.2.1,"indo_oceanic,ghana,dassie,canetti,mungi",,,SAMN31037332,1,0.0191857059168131
4.4.2,4.2.1.2.2.2,stype,,4,SAMN31037333,4,0.0084805158396411
1.2.1,1.2.1.1.2,"indo_oceanic,canetti,mungi",,,SAMN31037334,1,0.0175826287471176
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31037335,3,0.0142564587271581
4.8,4.2.1.1.1.1.1.1.i1,pinipedii,,4.10/PGG3,SAMN31037336,4,0.0169145873320537
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31037337,4,0.0192569260505404
4.2.2,4.2.2.1,"tur,ethiopian,canetti",,4,SAMN31037338,4,0.0314349112426035
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti,ethiopian",,4.1.2/Haarlem,SAMN31037339,4,0.0276055211042208
4.3.2,4.2.1.2.1.1.i1,lam,,4.3/LAM,SAMN31037340,4,0.0123121869782971
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,SAMN31037341,4,0.0164067796610169
4.5,4.2.1.1.2,"canetti,westafrican1",,4.5,SAMN31037342,4,0.0148347943358057
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,SAMN31037343,4,0.0178048230786567
4.3.2,4.2.1.2.1.1.i1,lam,,4.3/LAM,SAMN31037776,4,0.0104360343069633
3,3.1.2,"east_african_indian,canetti",,,SAMN31037777,3,0.0206706981858163
2.2.1,2.2.1.1.1,"beijing,mungi","asian_african_1,lin2.2.1",,SAMN31037778,2,0.0105927887553473
2.2.1,2.2.1.1.1,"beijing,orygis",lin2.2.1,,SAMN31037779,2,0.0130347197535253
4.3.3,4.2.1.2.1.1.i4.1,"lam,ethiopian",,4.3/LAM,SAMN31037780,4,0.0116619474972404
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMN31037781,1,0.0258000984736582
1.2.1,1.2.1.1.1,"indo_oceanic,canetti,bcg,mungi,beijing",,,SAMN31037782,1,0.019558884727424
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,SAMN31037783,4,0.014219694276573
2.2.1,2.2.1.1.1,"beijing,ethiopian,mungi","lin2.2.1,asia_ancestral_3",,SAMN31037784,2,0.02002700270027
4.1.1,4.1.i1.2.1,"xtype,canetti",,4,SAMN31037785,4,0.0278973974911065
4.8,4.2.1.1.1.1.1.1.i1,ethiopian,,4.10/PGG3,SAMN31037786,4,0.0220546654099905
2.2.1,2.2.1.1.1,"beijing,canetti","asian_african_1,lin2.2.1",,SAMN31037787,2,0.0168333606602175
1.1.3,1.1.1.2,"indo_oceanic,ethiopian",,,SAMN31037788,1,0.0230155616581666
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31037789,2,0.0131851572800904
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN31037790,4,0.0073732718894009
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31037791,4,0.0140845070422535
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN31037792,1,0.0178133064769937
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti",,4.1.2/Haarlem,SAMN31037793,4,0.0184418517124576
1.1.1,1.1.1.1.1,"indo_oceanic,mungi",,,SAMN31037794,1,0.022400919012062
2.2.2,2.2.2,"beijing,mungi","asia_ancestral_1,lin2.2",,SAMN31037795,2,0.0092384223617197
2.2.1,2.2.1,"beijing,canetti",lin2.2.1,,SAMN31037796,2,0.0152230971128608
2.2.1,2.2.1.1.1,beijing,lin2.2.1,,SAMN31037797,2,0.0143890487672085
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN31037798,4,0.0221248396750748
4.6.2.2,4.2.1.1.1.2.1.1.1.1,"cameroon,ethiopian",,4.6.2/Cameroon,SAMN31037799,4,0.0069814223168855
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31037800,4,0.0220305037744569
2.2.1.1,2.2.1.1.1,"beijing,canetti","lin2.2.1,pacific_RD150",,SAMN31037895,2,0.0217654171704957
2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,SAMN31037896,2,0.0104253544620517
3,3.1.1,"east_african_indian,ghana,ural,mungi,canetti",,,SAMN31037897,3,0.0119105024592535
2.2.1,2.2.1.1.1,beijing,lin2.2.1,,SAMN31037898,2,0.0150343642611683
4.1.1,4.1.i1.2.1,"xtype,canetti",,4,SAMN31037899,4,0.0181154332256705
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31037900,4,0.0090997437936213
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,SAMN31037901,2,0.013358302122347
1.2.2,1.2.2.1,"indo_oceanic,canetti,ghana,mungi",,,SAMN31037902,1,0.0231362467866323
4.8,4.2.1.1.1.1.1.1.i1,ethiopian,,4.10/PGG3,SAMN31037903,4,0.0092496611115541
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti,east_african_indian",,4.1.2/Haarlem,SAMN31037904,4,0.0155064703257474
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31037905,4,0.0135746606334841
4.3.2,4.2.1.2.1.1.i1,"lam,canetti",,4.3/LAM,SAMN31037906,4,0.007796410709032
3,3.1.1,"east_african_indian,ghana,bcg,mungi",,,SAMN31037907,3,0.0158868715083798
4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,SAMN31037908,4,0.0173076923076923
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31037909,2,0.0128268991282689
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31037910,4,0.0121813670200766
4.4.1.1,4.2.1.2.2.1.1,"stype,canetti",,4,SAMN31037911,4,0.0079566003616636
4.1,4.1.i2.1,"ghana,canetti,ethiopian",,4.1.3/Ghana,SAMN31037912,4,0.0317636782339394
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31037913,3,0.0114100979366739
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN31037914,4,0.0087044534412955
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN31037915,1,0.0132034400314027
4.3.4.2,4.2.1.2.1.1.i3.1,"lam,indo_oceanic,ethiopian",,4.3/LAM,SAMN31037916,4,0.0063407885635231
4.4.2,4.2.1.2.2.2,stype,,4,SAMN31037917,4,0.0086710021677505
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,SAMN31037918,2,0.0214233841684822
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,SAMN31037919,2,0.0116484659386375
4.1.2,4.1.i1.1.2,haarlem,,4,SAMN31038437,4,0.0126913779210314
4.3.2,4.2.1.2.1.1.i1,"lam,ethiopian",,4.3/LAM,SAMN31038438,4,0.0093538226591581
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31038439,4,0.0103367978644857
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31038440,2,0.0122215346534653
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31038441,3,0.0132083510864933
4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,SAMN31038442,4,0.0200088928412627
4.5,4.2.1.1.2,ethiopian,,4.5,SAMN31038443,4,0.0102486240273296
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN31038444,4,0.0120649651972157
4.3.2,4.2.1.2.1.1.i1,"lam,canetti,ethiopian",,4.3/LAM,SAMN31038445,4,0.0080581091817046
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31038446,4,0.022117144600366
2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asian_african_2",,SAMN31038447,2,0.0169783464566929
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31038448,4,0.0135227079435278
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN31038449,1,0.013843419698812
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31038450,3,0.0196093219699826
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31038451,2,0.0107995576084835
2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asia_ancestral_3",,SAMN31038452,2,0.0079340860543179
1.1.3,1.1.1.2,"indo_oceanic,orygis,mungi",,,SAMN31038453,1,0.0164202392451147
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31038454,3,0.0123878267655091
2.2.1.2,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2/RD142",,SAMN31038455,2,0.0112447904379963
"2.2.1,4","2.2.1.1.1,4","beijing,lam,mungi",lin2.2.1,4,SAMN31038456,"2,4",0.013127997980308
1.2.1,1.2.1.1.2,"indo_oceanic,canetti,mungi",,,SAMN31038457,1,0.0143825918473805
1.1.1,1.1.1.1.1,"indo_oceanic,mungi",,,SAMN31038458,1,0.0208944281524926
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN31038459,1,0.0238305383936451
2.2.1,2.2.1,"beijing,mungi",lin2.2.1,,SAMN31038460,2,0.0113948090314412
"6,BOV_AFRI",6,"westafrican2,mungi",,,SAMN31038461,"6,BOV_AFRI",0.0241953891805523
4.3.4,4.2.1.2.1.1.i3,lam,,4.3/LAM,SAMN31038505,4,0.0170910359260551
1.1.3,1.1.1.2,"indo_oceanic,beijing,mungi",,,SAMN31038506,1,0.0215979077026913
1.2.1,1.2.1.1.2,"indo_oceanic,canetti,mungi",,,SAMN31038507,1,0.0197892311341533
4.1.2.1,4.1.i1.1.1.1,haarlem,,"4.3/LAM,4.1.2/Haarlem",SAMN31038508,4,0.0226174791392182
1.2.2,1.2.2.1,"indo_oceanic,ghana",,,SAMN31038509,1,0.0285220397579948
4.3.4.2,4.2.1.2.1.1.i3.1,"lam,canetti",,4.3/LAM,SAMN31038510,4,0.0143843498273878
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN31038511,4,0.0151456310679611
2.2.1,2.2.1.1.1,"beijing,canetti","lin2.2.1,asia_ancestral_3",,SAMN31038512,2,0.0157015026169171
2.2.1,2.2.1.1.1,"beijing,canetti","lin2.2.1,asia_ancestral_3",,SAMN31038513,2,0.0188759278897136
2.2.1,2.2.1.1.1,"beijing,canetti",lin2.2.1,,SAMN31038514,2,0.0213967310549777
4.1.1.1,4.1.i1.2.1,xtype,,4,SAMN31038515,4,0.0182974104512327
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31038516,4,0.01586761872379
1.2.2,1.2.2.1,"indo_oceanic,ghana,mungi,ethiopian",,,SAMN31038517,1,0.0246332384497481
2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,SAMN31038518,2,0.0109401075468199
4.3.3,4.2.1.2.1.1.i4.1,"lam,canetti",,4.3/LAM,SAMN31038519,4,0.0108709234037236
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN31038520,1,0.0132947357135198
4.3.4.2,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,SAMN31038521,4,0.0080424054103454
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN31038522,4,0.0121515815847165
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31038523,4,0.0116009280742459
4.8,4.2.1.1.1.1.1.1.i1,ethiopian,,4.10/PGG3,SAMN31038524,4,0.0116731517509727
4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,SAMN31038525,4,0.007739401640291
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMN31038526,2,0.0146892655367231
2.2.1,2.2.1.1.1,"beijing,ethiopian,mungi","lin2.2.1,asia_ancestral_3",,SAMN31038527,2,0.0148858554954106
4.1,4.1.i1.2.2,"xtype,haarlem,ethiopian,canetti",,4,SAMN31038528,4,0.0169514789650676
4.1.2.1,4.1.i1.1.1.1,"haarlem,canetti,indo_oceanic",,4.1.2/Haarlem,SAMN31038529,4,0.0150796034845298
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31039694,2,0.0121769383697813
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN31039695,1,0.0123194723475228
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31039696,3,0.0088844495846914
4.1.2,4.1.i1.1.1.1,haarlem,,4,SAMN31039697,4,0.0136423646765439
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMN31039698,1,0.0165477217473139
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN31039699,4,0.0115107913669064
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31039700,4,0.0158584109114526
4.6.2.2,4.2.1.1.1.2.1.1.1.1,"cameroon,lam,ethiopian",,4.6.2/Cameroon,SAMN31039701,4,0.0082203041512535
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31039702,2,0.011492392359987
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN31039703,4,0.0106687483736664
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,SAMN31039704,2,0.0111849570432809
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,SAMN31039705,2,0.0125352907961603
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31039706,4,0.0133154417836498
4.1.1.3,4.1.i1.2.1,"xtype,ethiopian",,4,SAMN31039707,4,0.0191053122087604
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,SAMN31039708,2,0.0112092391304347
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31039709,4,0.0076317383403997
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN31039710,4,0.0089885752688172
4.5,4.2.1.1.2,"canetti,ethiopian",,4.5,SAMN31039711,4,0.0086369244756153
4.1.1,4.1.i1.2.1,"xtype,canetti",,4,SAMN31039712,4,0.0139428028202487
3,3.1.1,"east_african_indian,indo_oceanic,ghana",,,SAMN31039713,3,0.0145194745333026
2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,SAMN31039714,2,0.0116254491650813
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31039717,3,0.0136730888750776
1.1.3,1.1.1.2,"indo_oceanic,ethiopian,mungi",,,SAMN31039718,1,0.0146807960713362
4.3.2,4.2.1.2.1.1.i1,"lam,ethiopian",,4.3/LAM,SAMN31039976,4,0.009225413402959
1.2.2,1.2.2.1,"indo_oceanic,ghana,mungi",,,SAMN31039977,1,0.0225211758844045
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31039978,3,0.0147432253174151
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN31039979,4,0.0092069632495164
4.3.3,4.2.1.2.1.1.i4.1,"lam,ghana",,4.3/LAM,SAMN31039980,4,0.0129460056836122
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31039981,2,0.0116178588574171
4.6.2,4.2.1.1.1.2.1.1.2,"cameroon,east_african_indian",,4,SAMN31039982,4,0.0085906040268456
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31039983,3,0.0125954818787583
1.1.2,1.1.2,"indo_oceanic,westafrican2,mungi",,,SAMN31039984,1,0.0195152172229536
4.8,4.2.1.1.1.1.1.1.i1,"canetti,ethiopian,westafrican2",,4.10/PGG3,SAMN31039985,4,0.0070762302991315
1.2.2,1.2.2.1,"indo_oceanic,canetti,westafrican1,ghana,mungi",,,SAMN31039986,1,0.0240063412977012
4.5,4.2.1.1.2,ethiopian,,4.5,SAMN31039987,4,0.0061127462078333
2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_3",,SAMN31039988,2,0.0108695652173913
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31039989,4,0.0135871593878312
1.2.1,1.2.1.1.1,"indo_oceanic,canetti,mungi",,,SAMN31039990,1,0.0144444965530178
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31039991,4,0.0117927839393513
4,4,"canetti,ethiopian",,4,SAMN31039992,4,0.0092955824663141
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31039993,3,0.0298093587521663
4.3.4.2,4.2.1.2.1.1.i3.1,"lam,ethiopian,caprae",,4.3/LAM,SAMN31039994,4,0.0073143737067513
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31039995,4,0.0100320697311076
4.3.2,4.2.1.2.1.1.i1,"lam,ethiopian",,4.3/LAM,SAMN31039996,4,0.0068259385665529
2.2.1,2.2.1.1.1,beijing,lin2.2.1,,SAMN31039997,2,0.0103423160961398
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31039998,4,0.0122830961201013
2.2.1.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,pacific_RD150",,SAMN31039999,2,0.011317607815106
1.1.2,1.1.2,"indo_oceanic,beijing,mungi",,,SAMN31040000,1,0.0228284684429995
4.8,4.2.1.1.1.1.1.1.i1,"canetti,indo_oceanic",,4.10/PGG3,SAMN31043483,4,0.0106829454406715
2.2.1,2.2.1.1.1,beijing,lin2.2.1,,SAMN31043484,2,0.0101123595505617
4.8,4.2.1.1.1.1.1.1.i1,ethiopian,,4.10/PGG3,SAMN31043485,4,0.0149132321041214
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31043486,3,0.0083279177798637
2.2.1,2.2.1.1.1,"beijing,bovis,mungi",lin2.2.1,,SAMN31043487,2,0.0083850766863026
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31043488,3,0.0145386766076421
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN31043489,4,0.011010078878177
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31043490,2,0.0091332980820074
4.1.2.1,4.1.i1.1.1.1,"haarlem,indo_oceanic",,4.1.2/Haarlem,SAMN31043491,4,0.0136863762411664
3,3.1.1,"east_african_indian,canetti,ghana,mungi",,,SAMN31043492,3,0.0162401574803149
4.5,4.2.1.1.2,canetti,,4.5,SAMN31043493,4,0.0104946158058039
4.4.2,4.2.1.2.2.2,stype,,4,SAMN31043494,4,0.0092610772956345
1.2.2,1.2.2.1,"indo_oceanic,ghana,mungi",,,SAMN31043495,1,0.0186962276637988
1.2.1,1.2.1.1.1,"indo_oceanic,pinipedii,mungi",,,SAMN31043496,1,0.0116538418646147
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,SAMN31043497,2,0.0091273018414731
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31043498,2,0.0112397248783761
4.1.1,4.1.i1.2.1,xtype,,4,SAMN31043499,4,0.0268651608487337
2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,SAMN31043500,2,0.0136851381473225
2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,SAMN31043501,2,0.0115731908940607
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,SAMN31043502,2,0.0110260919157834
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31043503,4,0.0108583247156153
4.1.1.1,4.1.i1.2.1,xtype,,4,SAMN31043504,4,0.012922269596589
4.4.2,4.2.1.2.2.2,"stype,canetti,uganda",,4,SAMN31043505,4,0.0067242402267782
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31043506,4,0.0139318126073092
1.2.1,1.2.1.1.1,"indo_oceanic,canetti,mungi",,,SAMN31043507,1,0.0135532768613464
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN31062664,4,0.0115085967831392
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN31062665,1,0.020542658671258
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31062666,3,0.0142792530852232
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31062667,4,0.0074128083606756
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMN31062668,4,0.0108743897026187
4.4.2,4.2.1.2.2.2,stype,,4,SAMN31062669,4,0.0081283422459893
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,"cameroon,canetti,ethiopian",,4.6.2/Cameroon,SAMN31062670,4,0.0094848732624693
2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,SAMN31062671,2,0.0135662795354425
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31062672,4,0.0148085466469219
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,SAMN31062673,2,0.0145015105740181
2.2.1,2.2.1.1.1,"beijing,mungi,canetti",lin2.2.1,,SAMN31062674,2,0.0128290792462915
4.1.2,4.1.i1.1.1.1,"haarlem,canetti",,4,SAMN31062675,4,0.0251742835011618
4.1.1,4.1.i1.2.1,"xtype,canetti,suricattae",,4,SAMN31062676,4,0.0182248191430161
4.1.1.1,4.1.i1.2.1,xtype,,4,SAMN31062677,4,0.0092546686498099
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31062678,4,0.0130632336236274
4.3.2,4.2.1.2.1.1.i1,lam,,4.3/LAM,SAMN31062679,4,0.0115214180206794
4.3.2,4.2.1.2.1.1.i1,"lam,ethiopian",,4.3/LAM,SAMN31062680,4,0.0122692841139443
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31062681,4,0.01781316226588
1.2.2,1.2.2.1,"indo_oceanic,ghana,mungi",,,SAMN31062682,1,0.0208158116063919
2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,SAMN31062683,2,0.011090573012939
4.5,4.2.1.1.2,orygis,,4.5,SAMN31062684,4,0.007796214458434
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMN31062685,1,0.0179296096805135
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31062686,3,0.0134286630918007
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN31062687,1,0.0140914884577255
4.4.2,4.2.1.2.2.2,stype,,4,SAMN31062688,4,0.007683648999168
1.2.2,1.2.2.1,"indo_oceanic,ghana,mungi",,,SAMN31062738,1,0.0236344537815126
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31062739,4,0.0113375624240788
4.1.1,4.1.i1.2.1,xtype,,4,SAMN31062740,4,0.0276759399036733
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31062741,4,0.0152048178403196
1.1.2,1.1.2,"indo_oceanic,westafrican2,mungi,canetti",,,SAMN31062742,1,0.0191970100232176
4.4.1.1,4.2.1.2.2.1.1,"stype,ghana",,4,SAMN31062743,4,0.0199606835021926
4.9,4.2.1.1.1.1.1.1.i2,,,4.10/PGG3,SAMN31062744,4,0.0090308554226942
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31062745,4,0.0151293961512939
4.3.3,4.2.1.2.1.1.i4.1,"lam,canetti",,4.3/LAM,SAMN31062746,4,0.0161233788994041
2.2.1,2.2.1.1.1,"beijing,mungi","asian_african_1,lin2.2.1",,SAMN31062747,2,0.0142748091603053
2.2.1,2.2.1.1.1,"beijing,canetti,ethiopian,mungi",lin2.2.1,,SAMN31062748,2,0.0108648413733159
4.4.1.2,4.2.1.2.2.1.2,"stype,suricattae,westafrican2",,4,SAMN31062749,4,0.0136920490031227
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMN31062750,4,0.009461568474444
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31062751,4,0.0108552631578947
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31062752,4,0.0051390814911493
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,SAMN31062753,2,0.0104806267203048
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMN31062754,1,0.0139136062125869
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31062755,4,0.0043374539145521
1.1.2,1.1.2,"indo_oceanic,westafrican2,mungi",,,SAMN31062756,1,0.0153810835629017
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMN31062757,2,0.0103319126953377
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMN31062758,4,0.0166141159349987
3.1.2,3.1.1.i2,"east_african_indian,ghana,mungi",,,SAMN31062759,3,0.0128637540199231
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMN31062760,2,0.0121509616158364
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMN31062761,3,0.0112722242147871
4.3.4.2,4.2.1.2.1.1.i3.1,"lam,stype",,4.3/LAM,SAMN31062762,4,0.0062033536880876
4.7,4,,,4.10/PGG3,SAMN31063368,4,0.0061978103544256
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31063369,4,0.0069628647214854
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMN31063370,4,0.0141674625915313
